wilayah,kecamatan,kelurahan,nama_mini_market,nama_pemilik,alamat,luas_efektif_usaha,nomor_siup,nomor_tdp,nomor_uug,nomor_domisili,nomor_imb,nomor_slf,izin_operasional,jam_buka,jam_tutup,status_kepemilikan,jarak_dengan_pasar_tradisional,keterangan,,
Jakarta Barat,Kembangan,Meruya Selatan,Family Mart,Taufik,Jl. Raya Meruya Selatan No. 56 RT.007/02,238 M,,,,,,,,'24 Jam,'24 jam,,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Kembangan,Meruya Selatan,Alfa Midi,PT. Midi Utama Indonesia,Jl. Meruya Selatan No. 11 RT.003/02 ,160 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/2013,195/9/JB/ 2008,,4269/IMB/2008,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Basoka Raya RT.005/02,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,,,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Joglo Raya No. 182 RT.001/02,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Joglo Raya RT.001/06,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Joglo Raya Ruko Mega Kebon Jeruk H.36-37  RT.007/01,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47. 33939,152/VIII/JB/ 2008 Tgl. 04/08/ 2008,104/1.824.1/2012 Tgl. 29/05/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Joglo Raya RT.006/08,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Meruya Selatan No. 55,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Murni RT.003/01 No. 89,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,349/7/JB/ 2010,,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. H. Saaba RT.004/01,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,481/9/JB/ 2010,,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Alfa Indah No. 36  RT.007/05 ,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,,Wkt/Wdg,,
Jakarta Barat,Kembangan,Joglo,Indomaret,PT. Indomarco Prismatama,Jl. Joglo Raya No. 88 RT.010/06,140 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,227/XI/JB/ 2008 Tgl. 22/10/ 2008,"115/1,824,1/10 Tgl. 04/05/ 2010",,,,'24 Jam,'24 jam,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Joglo,Indomaret,PT. Indomarco Prismatama,Jl. Joglo Raya No. 97 RT.005/08,140 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,91/III/JB/ 2010 Tgl. 30/12/ 2009,0090/1.824.1/09 Tgl. 14/12/ 2009,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Indomaret,PT. Indomarco Prismatama,Jl. Murni No. 8T-8S RT.003/01,120 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,1022/12/JB/ 2013 Tgl. 06/12/ 2013,389/1.824. 1/2014 Tgl. 10/12/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Indomaret,PT. Indomarco Prismatama,Jl. Al-Mubarok RT.014/02,150 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,,388/1.824. 1/2014 Tgl. 10/12/ 2014,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Indomaret,PT. Indomarco Prismatama,Jl. Meruya Selatan RT.008/01,140 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,303/6/JB/ 2014 Tgl. 18/06/ 2014,148/1.824. 1/2014 Tgl. 16/04/ 2014,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Joglo,Indomaret,PT. Indomarco Prismatama,Jl. Joglo Raya No. 33 RT.012/03,140 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,516/10/JB/ 2012 Tgl. 05/10/ 2012,276/1.824. 1./2014 Tgl. 19/08/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Joglo,Alfa Midi,PT. Midi Utama Indonesia,Jl. Joglo Raya RT.01/01,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/2013,,,10738/ IMB/2009,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Kembangan Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Kembangan RT.002/03,150 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'09.30,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Kembangan,Kembangan Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kembangan Utara  RT.001/02,200 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Kembangan RT.009/01,200 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'09.30,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Kembangan,Kembangan Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Basmol RT.011/04,160 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Pulau Bira B9 No. 15-16 Taman Permata Buana RT.015/09,180 M2 ,0025/PB/VII/ BPPT/2011,09.02.5.47. 33938,150/VIII/JB/ 2008 Tgl. 04/08/ 2008,0090/1.751.21/12 Tgl. 29/05/ 2013,0625/IMB/97,,3743/-1.824. 26 Tgl. 29-06- 2012,'09.30,'22.00,Sewa,> 500 M,Kkt,,
Jakarta Barat,Kembangan,Kembangan Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Taman Kota RT.014/05,160 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Jl. Pulau Bira III B9/9  Taman Permata Buana RT.015/09,180 M2 ,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,364/5/2013 Tgl. 10/05/ 2013,078/1.751. 21/12 Tgl. 27/07/ 2012,06725/ IMB/97,,4705/-1.824. 26 Tgl. 31-08- 2012,'09.30,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Jl. Raya Kembangan Utara RT.001/08,200 M2,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,,248/1.751. 21/14 Tgl. 18/09/ 2014,7369/IMB/93 Tgl. 15/07/ 1993,,,'09.30,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Kp. Basmol Taman Kota RT.001/07,80 M2,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,66/2/JB/2011 Tgl. 07/02/ 2011,216/1.751. 21/14 Tgl. 20/08/ 2014,11779/ IMB/1993 Tgl. 19/10/ 1993,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Jl. Taman Kota Blok I No. 1 A RT.007/05,180 M2 ,00254-02/PB/ P/1.824.271,09.02.5.47. 34240 Tgl. 25/10/2013,66/2/JB/2011 Tgl. 07/02/ 2011,215/1.751. 21/14 Tgl. 20/08/ 2014,9528/imb/2009,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Jl. Basmol No. 58 RT.008/07,170 M2,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,173/IV/JB/ 2010 Tgl. 16/04/ 2010,213/1.751. 21/14 Tgl. 20/08/ 2014,8029/IMB/89,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Jl. Raya Kembangan RT.009/01,200 M2,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,150/3/JB/ 2013 Tgl. 01/03/ 2013,217/1.751. 21/14 Tgl. 20/08/ 2014,03392/IMB2004 Tgl. 16/12/ 2004,,,'09.30,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Utara,Indomaret,PT. Indomarco Prismatama,Jl. Basmol No. 31 RT.008/04,170 M2,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,94/I/DU/JB/9/2014 Tgl. 09/09/2014,218/1.751.21/14 Tgl. 20/08/2014,,,,'09.30,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Kembangan Utara,Circle K,PT. Circleka Indonesia Utama,Jl. Raya Kembangan No. 1 RT.004/03,300 M2,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46. 30753,11/I/JB/2013 Tgl. 04/01/2013,,,,,'09.30,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Kembangan Utara,Circle K,PT. Circleka Indonesia Utama,Jl. Raya Kembangan No. 1 RT.005/02,150 M2,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46. 30753,,,,,,'09.30,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Meruya Utara RT.003/04,110 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Meruya Ilir D 10 No. 37 RT.002 RW.02,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47. 33936,145/VIII/JB/ 2008 Tgl. 04/08/ 2008,417/1.751. 21/12 Tgl. 28/05/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'24 JAM ,'24 jam,Sewa,> 500 M,Kkt,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Meruya Ili A 17 No. 16 RT.005/04,120 M ,0025/PB/VII/ BPPT/2011,09.02.5.47. 33941,198/IV/JB/ 2010 Tgl. 30/04/ 2010,418/1.751. 21/12 Tgl. 28/05/ 2012,14662/ IMB/1981 Tgl. 11/12/ 1981,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00 ,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. H. Lebar 99 RT.01/012,180 M2 ,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Meruya Blok E 14 No. 31,120 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kembang Kerep RT.002/02,285 M2,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,211/5/JB/ 2014,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Meruya Ilir No. 31  RT.022 / 04,180 M2 ,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,151/8/JB/ 2008,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Meruya Ilir Raya No. 7 RT.013/03,180 M2 ,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,28/1/JB/2013,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Aries No. 6-7 RT.013/03,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,281/JB/2013,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Meruya Utara,Indomaret,PT. Indomarco Prismatama,Jl. Meruya Ilir Blok A 17 No. 17 RT.005/04,180 M,00254-02/PB/ P/1.824.271,09.02.5.47. 34293 Tgl. 25/10/2013,210/3/JB/ 2013 Tgl. 22/03/ 2013,464/1.751. 21/14 Tgl. 18/08/ 2014,03737/ IMB/2004 Tgl. 10/05/ 2004,,4705/-1.824. 26 Tgl. 31-08-2012,'07.00,'22.30,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Meruya Utara,Indomaret,PT. Indomarco Prismatama,Jl. Meruya Utara Raya (H. Lebar) Blok Blok 80  No. 22 RT.004/010,180 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,,"0369/1,751,21/10 Tgl. 19/07/ 2010",,,,'07.00 ,'23.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Indomaret,PT. Indomarco Prismatama,Jl. Raya Raden Saleh RT.005/01,120 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,553/10/JB/ 2014 Tgl. 24/10/ 2014,429/1.751. 21/14 Tgl. 05/08/ 2014,,,,'07.00,'23.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Indomaret,PT. Indomarco Prismatama,Komp. Perkantoran Aries Niaga Blok A1-2 No. A & B,140 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,519/10/JB/ 2012 Tgl. 05/10/ 2012,463/1.751. 21/14 Tgl. 18/08/ 2014,10918/ IMB/2007 Tgl. 22/11/ 2007,,,'07.00,'23.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Indomaret,PT. Indomarco Prismatama,Jl. Komplek Meruya Plaza Blok E.14 No. 21 Rt. 022/04,140 M,00254-02/PB/ P/1.824.271,09.02.5.47. 34239 Tgl. 25/10/2013,209/3/JB/ 2013 Tgl. 22/03/ 2013,462/1.751. 21/14 Tgl. 18/08/ 2014,2043/IMB/1990 Tgl. 15/03/ 1990,,,'07.00,'23.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Indomaret,PT. Indomarco Prismatama,Jl. Pesanggrahan No. 23 RT.001/03,140 M,00254-02/PB/ P/1.824.271,09.02.5.47. 34238 Tgl. 25/10/2013,151/II/DU/JB/12/2014 Tgl. 17/12/ 2014,465/1.751. 21/14 Tgl. 18/08/ 2014,10203/ IMB/2002 Tgl. 07/11/ 2002,,,'07.00,'23.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Alfa Midi,Joko Susanto,Jl. Meruya Utara No. 53 RT.018/04,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/2013,491/9/JB/ 2007,,10447/ IMB/2010,,,'24 JAM ,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Alfa Midi,PT. Midi Utama Indonesia ,Jl. H. Lebar KAV. DKI Blok 45 No. 27-28 RT.002/001,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/2013,,,11421/ IMB/2009,,,'24 JAM ,'24 jam,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Alfa Midi,PT. Midi Utama Indonesia ,Jl. Raden Saleh Blok. X Kav. 22 RT.005/01,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/2013,986/11/JB/ 2013 Tgl. 29/11/ 2013,890/1.751. 21/13 Tgl. 11/10/ 2013,,,,'24 JAM ,'24 jam,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Meruya Utara,Waroeng Rajawali,PT. Rajawali Nusantara Indonesia,Jl. Meruya Utara No. 55 Blok A,140 M,,,NO.UUG 37/JB/2014 Tgl.SK:07-02-2014,,,,,'07.00,'22.00,,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,Waroeng Rajawali,PT. Rajawali Nusantara Indonesia,Jl. Meruya Utara No. 3,140 M,,,,,,,,'07.00,'22.00,,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Meruya Utara,First Mart,,"Perkantoran Bisnis Park, Kebon Jeruk, Jl. Raya Meruya Ilir No. 88 RT.001/05",120 M,,,,,,,,'07.00,'22.00,,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Srengseng Raya RT.06/05,194 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,156/8/JB/ 2008,,,,,'07.00,'23.00,Sewa,> 500 M,Wkt,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Srengseng Raya RT.04/06,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,351/12/JB/ 2006,,,,,'07.00,'23.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Srengseng Raya RT.03/06,161 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,315/6/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Srengseng Raya RT.10/03,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Pengumben Raya RT.07/03,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Karya Utama RT.03/03,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. H.Kelik RT.01/06,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,20/1/JB/2013,,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Lap.Bola RT.011/01,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Kembangan,Srengseng,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Meruya Ilir RT.02/01,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'23.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Srengseng Raya RT.02/05,184 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,193/4/JB/ 2014,90/1.751. 21/14,,,,'07.00,'23.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Srengseng Raya RT.01/05,180 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,253/JB/2012 Tgl. 11-06-2014,0131/1.751. 21/07,,,,'07.00,'23.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Pengumben Raya RT.09/03, 175 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,254/JB/2012 Tgl.11-06-2012,226 Tgl.15-08-2013,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Karya Utama RT.03/03,155 M,00254-02/PB/ P/1.824.271,09.025.47. 34257 Tgl.25-10-2013,643/I/JB/2011 Tgl.03-01- 2011,No.284 Tgl.19-08-2014,,,,'07.00,'22.30,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Lap.Bola RT.08/01,210 M,00254-02/PB/ P/1.824.271,09.02.3.46. 13164 Tgl.22-08-2014,65/2/JB/2011 Tgl.07-02- 2011,No.278 Tgl.25-07-2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Meruya Ilir RT.08/07,180 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,651/8/JB/ 2013 Tgl.23-08- 2013,No.283 Tgl.19-08-2014,No.2455/ IMB/2012 Tgl.28-02-2012,,,'07.00,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Srengseng,Indomaret,PT. Indomarco Prismatama,Jl. Meruya Ilir RT.02/08,215 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,298/6/JB/ 2014 Tgl.18-06- 2014,No.111 Tgl.02-04-2014,,,,'07.00,'23.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Selatan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kembangan Baru No 08,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Kembangan Selatan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kembangan Raya Rt 001/03 ,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kembangan,Kembangan Selatan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kembangan Raya RT. 005/01 No. 41,180 M,0025/PB/VII/ BPPT/2011,09.02.5.47. 34436,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Kembangan Selatan,Alfamart,PT. Sumber Alfaria Trijaya,Rukan Puri Mansion No 1 - 2  RW.01,180 M,0025/PB/VII/ BPPT/2011,09.02.5.47. 33941,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Kembangan Selatan,Indomaret ,PT. Indomarco Prismatama,Jl. Kembangan Selatan RT 001/02  No. 68,180 M,00254-02/PB/ P/1.824.271,09.02.5.47. 34294 Tgl. 25/10/2013,525/x/jb/ 2010 Tgl. 21/10/ 2010,512/1.824. 1/14 Tgl. 19/08/ 2014,,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Selatan,Indomaret ,PT. Indomarco Prismatama,Jl. Ring Road Kembangan Rukan BLOK B No. 3 dan 5 (Puri Mansion),160 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,146/3/JB/ 2013 Tgl. 01/03/ 2013,513/1.824. 1/14 Tgl. 19/08/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Kembangan,Kembangan Selatan,Indomaret ,PT. Indomarco Prismatama,Komplek Ruko Puri Indah Blok A1 No. 12 RT.001/08,160 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,95/I/DU/JB/ 9/2014 Tgl. 09/09/ 2014,514/1.824. 1/14 Tgl. 19/08/ 2014,153/IMB/ 1993 Tgl. 11/01/ 1993,,4705/-1.824. 26 Tgl. 31-08- 2012,'24 JAM,'24 jam,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Selatan,Indomaret ,PT. Indomarco Prismatama,Jl. Raya Kembangan RT.013/03,180 M,00254-02/PB/ P/1.824.271,09.01.1.46. 02196,91/I/DU/JB/ 9/2014 Tgl. 09/09/ 2014,511/1.824. 1/14 Tgl. 19/08/ 2014,,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,Kkt/Kpd,,
Jakarta Barat,Kembangan,Kembangan Selatan,Alfa Midi,PT. Midi Utama Indonesia,Jl. Puri Kembangan No 14 RT.001/08,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/2013,,,11424/ IMB/2009,,,'07.00,'22.00,Sewa,> 500 M,Wbs,,
Jakarta Barat,Kalideres,Semanan ,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Semanan Raya No. 33 RT.002/06,120 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33923,144/VIII/ JB/2008 Tgl. 04/08/ 2008,91/1.824.1/ 012 Tgl. 08/06/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Semanan RT.003/07,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Alfamart,PT. Sumber Alfaria Trijaya,Kp. Tanah Tinggi RT.005/03,100 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
