wilayah,kecamatan,kelurahan,nama_mini_market,nama_pemilik,alamat,luas_efektif_usaha,nomor_siup,nomor_tdp,nomor_uug,nomor_domisili,nomor_imb,nomor_slf,izin_operasional,jam_buka,jam_tutup,status_kepemilikan,jarak_dengan_pasar_tradisional,keterangan,,
Jakarta Barat,Taman Sari,Keagungan,Senang Hati Mart,Pepen Efendi,Jl. Keamanan 48 RT.003/08,56 M,,,,,,,,'07.30,'22.00,Milik ,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Keagungan,Fresh Mart,Basri Sulaiman,Jl. Kemanan Raya/ 37A RT.004/08,44 M,,,,,,,,'07.00,'21.00,Milik,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Krukut,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Gajahmada No. 85,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Krukut,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Gajahmada No.2 RT.004/01,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Krukut,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kejayaan Blk No. 2 RT.010/01,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,WFL,,
Jakarta Barat,Taman Sari,Krukut,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Gajah Mada No. 96-97 RT.012/01,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Krukut,Indomaret,PT. Indomarco Prismatama,Jl. Kerajinan No. 9 RT.002/01,160 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34302 Tgl. 25/10/ 2013,1076/12/JB/ 2013 Tgl. 20/12/ 2013,193/1.824.1/XII/2013 Tgl. 18/12/2013,01621/IMB/2006 Tgl. 26/02/ 2003,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Taman Sari,Krukut,Indomaret,PT. Indomarco Prismatama,Jl. Gajahmada No. 84 RT.012/01,120 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34305 Tgl. 25/10/ 2013,69/2/jb/2011 Tgl. 07/02/ 2011,14/1.824.1/ 2014 Tgl. 02/01/2014,,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Taman Sari,Krukut,Indomaret,PT. Indomarco Prismatama,Jl. Ketapang Utara 1/ 66 RT.009/07,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,510/6/JB/ 2013 Tgl. 19/06/ 2013,144 / 1.824.1 / VI / 2014 Tgl. 30/06/2014,04561/IMB/1996 Tgl. 18/06/ 1996,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Kota Bambu Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kota Bambu Raya RT.009/04,160 M,0025/PB/VII/ BPPT/2011,30.06.1.46.        01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Kota Bambu Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kota Bambu Utara I RT.012/03,120 M,0025/PB/VII/  BPPT/2011,30.06.1.46.         01725,335/XII/JB/       2006,,7785/IMB/2002,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Kota Bambu Utara,Indomaret,PT. Indomarco Prismatama,Jl. Kota Bambu Raya RT.002/05,140 M,00254-02/     PB/P/1.824.            271,09.01.1.46.         02196,073/JB/2004,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Letjen S. Parman RT.001/04,160 M,0025/PB/VII/  BPPT/2011,30.06.1.46.            01725,560/7/JB/          2013,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Palmerah Utara II RT.001/016,140 M,0025/PB/VII/  BPPT/2011,30.06.1.46.          01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Palmerah Utara III RT.003/006,120 M,0025/PB/VII/  BPPT/2011,30.06.1.46.       01725,0080/III/JB/2007,,13640/             IMB/2007,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Palmerah Barat RT.01/08,120 M,0025/PB/VII/  BPPT/2011,30.06.1.46.        01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Jeruk Raya No. 22 RT.007/015,140 M,0025/PB/VII/BPPT/2011,30.06.1.46.       01725,214/I/DU/        JB/11/2011,156/1.758.          12/2012,,,3743/-1.824. 26 Tgl.29-06-2012,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. H. Taisir RT.001/012,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.         01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kemanggisan Ilir No. 21 RT.008/01,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.       01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kemanggisan Raya No. 58 RT.005/013,180 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Palmerah Barat RT.012/08,100 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. H. Rausin RT.001/01,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Rawa Belong RT.007/012,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Jeruk Raya RT.003/012,130 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Jeruk RT.002/06,100 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Jeruk RT.007/012,160 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Palmerah Utara III RT.003/06 ,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Palmerah Utara Raya RT.002/06,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,653/8/JB/ 2013 Tgl. 23/08/ 2013,324/1.824. 14 Tgl. 20/08/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Kemanggisan Ilir III No.26  RT.007/013,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,538/10/JB/ 2014 Tgl. 24/10/ 2014,221/1.824. 14 Tgl. 22/05/ 2014,7673/IMB/E/2014 Tgl. 17/11/ 2014,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Kebon Jeruk Raya No. 26 RT.004/013,140 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,637/7/JB/ 2013 Tgl. 02/08/ 2013,280/1.824. 15 Tgl. 08/07/ 2014,11705/ IMB/2012 Tgl. 08/10/ 2012,,,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Raya Palmerah Barat II No. 4 RT.005/09,160 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,,244/1.758.12 Tgl. 22/10/2012,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. KH. Syahdan No. 1 RT.002/011,160 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,118/III/JB/ 2010 Tgl. 19/03/ 2010,192/1.824. 15 Tgl. 05/05/2014,20349/ IMB/1978,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. H. Taisir No. 20 RT.002/012,100 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,194/4/JB/ 2014 Tgl. 25/04/ 2014,101/1.824. 2014 Tgl. 05/03/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Sulaeman No. 50 RT.005/04,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,906/11/JB/ 2013 Tgl. 08/11/ 2013,301/1.824. 14 Tgl. 09/10/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Palmerah Utara III RT.004/06,180 M,01388-02/ PK/1.824.271 Tgl. 23/08/ 2011,09.01.1.46.02196,429/10/JB/ 2011 Tgl. 23/08/ 2011,247/1.758. 12 Tgl. 22/10/ 2012,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Rawa Belong Kebon Jeruk No. 76 RT.007/012,180 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,167/4/JB/ 2012 Tgl. 26/04/ 2012,302/1.824. 14 Tgl. 02/12/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Palmerah Barat No. 58 RT.003/07,130 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196, 638/7/JB/ 2013 Tgl. 02/08/ 2013 ,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Indomaret,PT. Indomarco Prismatama,Jl. Kebon Jeruk Raya RT.005/010,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,  ,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Lawson,PT. Midi Utama Indonesia,Jl. KH. Syahdan Gg. H. Senin RT.006/012,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,683/12/JB/ 2012 Tgl. 13/12/ 2012,180/1.824. 14 Tgl. 01/08/ 2012,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Palmerah,Palmerah,Alfa Midi,PT. Midi Utama Indonesia,Jl. Raya Kebon Jeruk No. 16 RT.003/016,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,805/10/JB/ 2013 Tgl. 10/10/ 2013,243/1.824. 14,9436/IMB/2008,,4999/-1.824. 26 Tgl. 19-09- 2012,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Palmerah,Alfa Midi,PT. Midi Utama Indonesia,Jl. Palmerah Utara III    No. 11 C RT.011/06,120 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,203/1.758. 12/2013 Tgl. 07/06/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Palmerah,Kemanggisan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Anggrek Neli Murni Blok A No. 104 RT.015/01,170 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,291/10/JB/ 2009,,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Palmerah,Kemanggisan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Anggrek Neli Murni Blok C No. 126 RT.011/01,160 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Palmerah,Kemanggisan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Anggrek garuda Raya H. No. 24 RT.002/02,160 M 140 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Kemanggisan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Anggrek garuda H 105 RT.002/05,100 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Kemanggisan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kemanggisan Utama RT.004/07,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Kemanggisan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kemanggisan Ilir III No. 33 RT.007/07,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,793/10/JB/ 2013,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Kemanggisan,Indomaret,PT. Indomarco Prismatama,Jl. Anggrek Neli Murni C 7 RT.010/01,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,192/4/JB/ 2014 Tgl. 25/04/ 2014,93/1.7824. 27/p/2014 Tgl. 14/03/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Kemanggisan,Indomaret,PT. Indomarco Prismatama,Jl. Anggrek Garuda E 5 No. 68 RT.005/02,140 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,165/4/jb/ 2012 Tgl. 26/04/ 2012,306/1.7824.27/P/2014 Tgl. 02/12/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Palmerah,Kemanggisan,Indomaret,PT. Indomarco Prismatama,Jl. Kemanggisan Utama RT.008/08,140 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,04/1.758.12/P/2014 Tgl. 07/01/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Kemanggisan,Alfa Midi,PT. Midi Utama Indonesia,Jl. Kemanggisan Utama Raya No. 7 RT.002/07,140 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,348/7/JB/ 2014 Tgl. 07/07/ 2014,75/1.7824. 27/2014 Tgl. 08/05/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Kemanggisan,Circle K,PT. Circleka Indonesia Utama,Jl. Kemanggisan Ilir III No. 1  RT.005/07,100 M,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46.30753,143/6/JB/ 2009,,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Palmerah,Kemanggisan,Circle K,PT. Circleka Indonesia Utama,Jl. Kemanggisan Utama RT.008/08,100 M,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46.30753,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Kemanggisan,Toko Kemanggisan,,Jl. Kemanggisan Raya RT.001/07,100 M,,,,,,,,'07.00,'22.00,,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Slipi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. KS. Tubun Raya No. 92/94,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,646/1.824. 18/2014,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Slipi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. KS. Tubun No. 17,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Slipi,Indomaret,PT. Indomarco Prismatama,Jl. KS. Tubun Raya No. 2 RT.005/01,120 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34314 Tgl. 25/10/ 2013,68/2/jb/ 2011 Tgl. 07/02/ 2011,368/1.824. 15/14 Tgl. 23/07/ 2014,,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Palmerah,Slipi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kota Bambu Raya No. 45 RT.004/04,130 M,0025/PB/VII/BPPT/2011,09.02.5.47.33942,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Slipi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Andong raya RT.005/07,180 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,324/XII/JB/ 2006,,8429/IMB/2005,,,'07.00 ,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Slipi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Brigjen Katamso (Tali raya) RT.004/09,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'24 Jam,'24 jam,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Slipi,Indomaret,PT. Indomarco Prismatama,Jl. Kota Bambu Raya No. 42 RT.004/04 ,140 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34276 Tgl. 25/10/ 2013,437/5/JB/ 2013 Tgl. 30/5/ 2013,112/1.824 Tgl. 22/07/ 2014,08184/ imb/2004 Tgl. 06/08/ 2004,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Slipi,Indomaret,PT. Indomarco Prismatama,Jl. Brigjen Katamso No. 11 RT.006/09,160 M,00254-02/ PB/P/1.824. 271,09.02.5.4.7.34313 Tgl. 25/10/ 2013,327/XI/JB/ 2009 Tgl. 30/11/ 2009,107/1.824 Tgl. 08/07/ 2014,,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Palmerah,Slipi,Indomaret,PT. Indomarco Prismatama,Jl. Kota Bambu Utara Raya RT.002/05,160 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,,41/1.824/ 2013 Tgl. 19/04/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Palmerah,Jati Pulo,Indomaret,PT. Indomarco Prismatama,Jl. Kamboja Raya No. 29 RT.003/03,120 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,150/II/DU/ JB/12/2014 Tgl. 17/12/ 2014,113/1.758. 12 Tgl. 04/08/ 2014,05300/ IMB/2001 Tgl. 12/05/ 2001,,,'07.00,'22.00,Sewa,> 500 M,Wsd ,,
Jakarta Barat,Palmerah,Jati Pulo,Indomaret ,PT. Indomarco Prismatama,Jl. Semangka III RW.09,100 M,00254-02/ PB/P/1.824. 271,09.01.1.46.02196,301/6/JB/ 2014,56/1.824.00/2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd ,,
Jakarta Barat,Palmerah,Jati Pulo,Bright,PT. Pertamina (SPBU) ,Jl. Tomang Raya,100 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd ,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Latumenten Raya RT.003/01,100 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,150/6/JB/ 2009,296/2014,,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Raya III No. 10 A RT.009/02 ,80 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 33916,156/7/JB/ 2007,297/2014,,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Selatan III No. 18 RT.010/04,80 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,,301/2014,,,,'07.00,'22.00,Sewa,> 500 M,WSN,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Baru Raya RT.008/01,80 M,0025/PB/ VII/BPPT/ 2011,09.02.1.51. 295501,166/6/JB/ 2007,300/2014,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Baru RT.005/02,84 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 33921,320/6/JB/ 2010,302/2014,05239/ IMB/1995,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Barat Raya RT.013/011,56 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Suka Jaya III RT.007/02,80 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Utama No. 29 RT.011/01,100 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 33019,312/6/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Taman Harapan Indah Blok CC No. 5/18 (Jl. TB. Angke),100 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,209/I/DU/ JB/11/2011,101/1.824.07,0398/IMB/1997,,3743/-1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Komp. Taman Duta Mas A3/43 RT.002/012,60 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,328/12/JB/ 2006,334/1.824.5,,,3743/-1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Seni Budaya Raya,80 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Jelambar Utama Raya No. 51 RT.003/04,84 M,00254-02/ PB/P/ 1.824.271,09.01.1.46. 02196,145/4/JB/ 2014 Tgl. 01/04/ 2014,47/1.824.13 Tgl. 30/01/ 2014,11001/ IMB/2012 Tgl. 18/09/ 2012,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Jelambar Barat III No.2 A RT.007/010,100 M,00254-02/ PB/P/ 1.824.271,09.02.5.47. 34261 Tgl. 25/10/ 2013,172/IV/JB/ 2010 Tgl. 16/04/ 2014,252/1.824.14 Tgl. 21/05/ 2014,10331/ IMB/1995 Tgl. 21/09/ 1995,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Seni Budaya Raya No.4 RT.005/05,50 M,00254-02/ PB/P/ 1.824.271,09.02.5.47. 34265 Tgl. 25/10/ 2013,420/VIII/JB/ 2010 Tgl. 19/08/ 2010,344 / 1.824. 14 Tgl. 14/07/ 2014,0018/IMB/2004,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Jelambar Utama X / 27 RT.003/05,84 M,00254-02/ PB/P/ 1.824.271,09.02.5.47. 34260 Tgl. 25/10/ 2013,42/II/JB/ 2010 Tgl. 11/02/ 2010,605/1.824.14 Tgl. 19/12/ 2014,11029/ IMB/1995,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Aprt. Latumenten Kios AGF 16-17-42-43,56 M,00254-02/ PB/P/ 1.824.271,09.01.1.46. 02196,,"615/1,824,14 Tgl. 30/12/ 2014",,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Borobudur Raya RW.001,84 M,00254-02/ PB/P/1.824. 271,09.01.1.46. 02196,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
